CustomerID,Age,Gender,Region,PlanType,MonthlyCharges,TenureMonths,SupportTickets,AvgMonthlyUsageHours,ContractType,PaymentMethod,AutoPay,SatisfactionScore,LastLoginDays,ReferralCount,DeviceCount,Churn
C0091,26,Female,Central,Standard,40.89,72,0,38.3,Monthly,Bank Transfer,No,6,0,1,1,0
C0092,23,Female,East,Basic,NaN,8,3,54.7,Yearly,UPI,No,5,10,2,3,0
C0093,44,Female,North,Basic,19.24,7,2,53.6,Monthly,Card,No,5,25,3,3,0
C0094,40,Male,West,Premium,66.83,9,4,,Monthly,Cash,1,5,0,4,4,0
C0095,27,Male,East,Basic,16.02,17,2,,Monthly,Card,No,2,34,0,4,0
C0096,50,Male,South,Premium,80.18,3,0,42,Monthly,Card,No,5,,0,2,0
C0097,NaN,Female,Central,Basic,,"""""",4,49.2,Yearly,Card,Yes,1,11,3,3,0
C0098,40,Female,West,Basic,28.73,3,6,43.5,Quarterly,Cash,No,9,6,0,1,0
C0099,34,Male,South,Premium,81.54,13,3,58.3,Monthly,UPI,Yes,3,7,2,2,0
C0100,45,Non-binary,West,Standard,45.55,27,2,"""""",Yearly,Bank Transfer,Yes,6,0,3,1,0
C0101,48,N/A,North,Premium,93.95,14,1,59.9,Yearly,Card,No,5,4,2,3,0
C0102,34,Female,North,Standard,53.07,4,3,39,Quarterly,UPI,No,6,0,1,2,1
C0103,27,Female,Central,Standard,33.86,19,0,42.2,Monthly,Cash,Yes,7,0,0,2,0
C0104,25,unknown,Central,Basic,21.41,36,2,71.2,Monthly,Card,No,5,2,1,2,0
C0105,39,Female,Central,Standard,44,60,5,29.1,Yearly,UPI,Yes,8,25,0,2,0
C0106,46,Male,South,1,22.29,8,7,44.3,Yearly,unknown,Yes,1,14,0,3,0
C0107,37,Male,Central,Standard,34.39,9,1,"""52.3""",Monthly,Bank Transfer,No,"""""",0,1,2,0
C0108,51,Male,South,Basic,17.15,13,4,41,Monthly,Card,Yes,2,15,0,2,0
C0109,54,Female,East,Standard,62.84,13,0,"""""",2,Bank Transfer,Yes,6,6,0,2,0
C0110,47,Female,East,Premium,66.89,28,2,39.3,Quarterly,Bank Transfer,Yes,4,0,2,3,0
C0111,63,Male,North,Standard,45.84,10,0,45.9,Monthly,Bank Transfer,Yes,8,0,1,1,0
C0112,49,Male,South,2,,14,0,37.3,Yearly,UPI,No,7,12,2,2,0
C0113,66,Female,South,Standard,33.83,13,0,43.8,Yearly,UPI,Yes,5,0,2,2,0
C0114,37,Male,North,Basic,13.54,11,5,53.3,Monthly,Bank Transfer,unknown,4,8,0,1,1
C0115,30,Female,North,Basic,9.38,8,2,44.4,Monthly,Cash,No,7,unknown,2,2,0
C0116,37,Male,North,Premium,"""68.42""",2,NaN,47.9,Quarterly,Cash,No,8,19,4,5,0
C0117,26,Female,East,Premium,80.64,1,1,51.6,Yearly,Card,No,5,4,5,3,0
C0118,NaN,Male,West,Standard,45.66,23,4,41.9,Monthly,UPI,Yes,2,2,0,2,0
C0119,33,Non-binary,West,Basic,20.09,6,5,48.8,Yearly,Cash,Yes,5,,0,1,1
C0120,43,Male,Central,Premium,79.63,40,2,36.8,Quarterly,Cash,Yes,6,23,0,3,0
C0121,25,Female,Central,Premium,83.88,32,2,36.9,Quarterly,UPI,Yes,4,2,2,3,0
C0122,43,Female,South,Basic,14.92,14,6,45.5,Quarterly,Card,Yes,4,4,0,2,1
C0123,18,Female,West,Basic,21.4,1,5,44.9,Monthly,UPI,Yes,7,19,2,2,0
C0124,39,Female,West,Basic,21.9,40,0,49.8,Monthly,Card,No,7,0,1,2,0
C0125,32,Non-binary,North,Standard,44.6,70,0,46,Monthly,Card,Yes,5,0,2,4,0
C0126,52,Female,North,Basic,20.36,2,3,34.6,Quarterly,UPI,Yes,7,11,0,1,0
C0127,59,Male,Central,1,37.57,17,4,32.5,Monthly,Card,No,5,16,4,3,0
C0128,50,Male,West,Basic,12.08,8,3,32.8,Monthly,UPI,Yes,5,14,0,2,0
C0129,40,Male,North,Standard,38.51,62,1,,1,Card,No,9,0,4,3,0
C0130,35,Female,North,Basic,29.89,26,4,27.1,Monthly,UPI,Yes,5,7,5,2,0
C0131,49,Male,Central,Standard,41.98,10,2,51.2,Monthly,Bank Transfer,No,5,,2,2,0
C0132,33,Male,South,Basic,8.5,10,3,38.3,Monthly,Card,No,3,6,1,3,0
C0133,43,Female,East,Basic,9.85,32,8,36.7,Monthly,Card,No,4,26,0,2,0
C0134,34,Male,North,Premium,72.84,20,2,42.2,Yearly,Card,No,9,3,1,4,0
C0135,27,Female,North,Standard,,10,5,42.6,Monthly,Card,Yes,3,4,1,2,0
C0136,28,Female,East,Premium,74.09,6,0,60.4,Monthly,Bank Transfer,0,7,16,3,2,0
C0137,37,Male,Central,Standard,38.46,19,1,__37.4__,Yearly,Bank Transfer,Yes,10,0,5,2,0
C0138,50,Female,East,Basic,10.86,,9,29.1,Quarterly,Card,No,1,44,0,1,1
C0139,33,Male,South,Standard,43.91,35,1,29.4,Monthly,UPI,No,NaN,0,0,1,0
C0140,37,Female,Central,Premium,78.16,10,2,50.8,Monthly,Cash,Yes,3,25,0,3,0
C0141,50,Female,North,Basic,23.7,4,4,25.9,Quarterly,Card,Yes,6,11,0,2,0
C0142,41,Female,West,Basic,26.07,2,2,36.5,Yearly,UPI,Yes,4,17,0,1,0
C0143,37,Female,South,Basic,__27.7__,7,4,"""41.2""",Monthly,Bank Transfer,Yes,6,13,1,3,0
C0144,38,Male,West,Basic,21.58,18,5,31.5,Monthly,UPI,No,5,9,0,4,0
C0145,25,Non-binary,East,Standard,61.02,19,5,36.9,Monthly,Card,No,1,29,2,5,1
C0146,37,Female,South,Standard,40.14,7,0,23,Yearly,Card,Yes,,0,0,1,0
C0147,unknown,Female,West,Standard,52.97,47,3,32.9,Monthly,Cash,No,6,0,1,2,0
C0148,33,Female,Central,3,70.85,21,0,64.8,Yearly,Bank Transfer,Yes,7,unknown,0,3,0
C0149,26,Female,Central,2,44.66,3,4,40.8,Monthly,Cash,Yes,6,0,0,2,0
C0150,26,Male,West,Basic,17.02,7,5,35.7,Yearly,Bank Transfer,No,8,32,2,3,0
C0151,18,Male,West,Standard,34.59,4,1,32.5,Quarterly,UPI,Yes,6,6,1,3,0
C0152,41,Female,Central,Basic,8.5,,3,43.5,Yearly,Bank Transfer,No,4,3,0,1,0
C0153,22,Female,unknown,Premium,65.14,17,1,45.3,Monthly,Card,Yes,7,9,0,2,0
C0154,23,Female,South,Standard,42.83,13,3,48.6,Monthly,Card,1,6,7,2,1,0
C0155,20,Male,West,2,42.38,2,5,44.3,Monthly,Card,N/A,5,22,0,1,0
C0156,41,Female,East,2,44.57,26,2,29.7,Monthly,Bank Transfer,No,5,0,1,2,0
C0157,40,Female,North,Standard,39.4,5,3,27.7,Monthly,UPI,No,5,14,1,3,1
C0158,31,Female,East,Premium,80.24,7,0,42,Monthly,UPI,N/A,8,13,2,3,0
C0159,27,Male,South,Standard,31.67,32,2,25,Monthly,Bank Transfer,Yes,4,9,0,1,0
C0160,28,Female,East,Standard,41.37,13,0,31.1,Yearly,Card,No,6,0,2,1,0
C0161,57,Female,East,Premium,72.03,8,0,47.3,Monthly,Card,No,7,4,2,2,0
C0162,44,Male,West,Basic,"""11.27""",21,7,52,Monthly,Cash,Yes,2,10,0,3,1
C0163,29,Female,South,Standard,46.14,2,3,45.5,Monthly,Bank Transfer,Yes,5,10,0,2,0
C0164,32,Male,North,Standard,33.44,2,0,62.9,Monthly,UPI,No,10,22,3,3,1
C0165,30,Female,South,Premium,"""68.03""",18,0,56.7,Yearly,Card,Yes,7,0,0,3,0
C0166,31,Female,Central,Basic,13.23,52,9,43.3,Yearly,Card,N/A,4,20,0,1,0
C0167,37,Male,Central,Basic,25.88,40,7,41,Monthly,Card,No,1,18,1,3,0
C0168,50,Male,South,Basic,22.71,2,5,28.1,Quarterly,Bank Transfer,Yes,4,10,0,2,0
C0169,32,,South,Standard,50.9,9,0,26.4,Quarterly,Card,No,6,0,1,2,0
C0170,22,Male,South,Basic,21.17,23,4,34.7,Yearly,Bank Transfer,0,5,2,3,4,0
C0171,51,Male,West,Basic,9,2,4,27,Monthly,Bank Transfer,Yes,2,14,0,2,1
C0172,21,Male,Central,Basic,12.26,36,5,41,Monthly,Cash,Yes,4,7,1,1,0
C0173,38,Female,East,Basic,23.97,2,3,50.6,Yearly,Card,No,10,3,3,3,0
C0174,NaN,Female,unknown,Basic,12.1,7,5,23.1,,Card,No,7,10,0,1,0
C0175,51,Male,Central,Basic,33.06,33,8,"""21.2""",1,Bank Transfer,No,2,11,0,2,1
C0176,70,Female,North,Basic,28.01,5,6,,Yearly,,No,3,11,0,1,0
C0177,51,Male,East,1,22.5,7,6,24.3,Quarterly,Card,Yes,4,17,1,1,1
C0178,43,Male,Central,Basic,25.7,27,2,45.2,Yearly,Card,No,5,17,0,1,0
C0179,47,Non-binary,West,Standard,52.12,21,1,75.3,Monthly,Card,Yes,6,0,0,2,0
C0180,57,Non-binary,South,1,,10,3,17.4,Monthly,Bank Transfer,No,10,18,2,3,0
C0181,54,Female,North,Basic,26.47,,6,53,Yearly,Card,Yes,"""""",9,1,3,0
C0182,39,Female,South,Standard,40.58,13,3,32.8,Monthly,Card,Yes,3,0,1,5,0
C0183,47,Female,West,Standard,42.96,12,4,34.2,1,Card,Yes,5,29,1,2,0
C0184,18,Non-binary,South,Basic,15.49,20,4,61.1,Yearly,Card,No,6,25,1,1,0
C0185,40,Female,East,Premium,70.89,1,0,28.6,Quarterly,Bank Transfer,Yes,10,unknown,1,3,0
C0186,43,Male,Central,Standard,"""45.13""",8,0,28.9,Monthly,Card,No,7,0,2,3,0
C0187,47,Male,North,Basic,24.28,52,4,44.1,Monthly,Card,Yes,7,0,3,2,0
C0188,53,Female,East,Basic,15.6,17,6,48.9,Quarterly,Card,No,8,3,0,4,0
C0189,51,Female,Central,Basic,20.2,16,6,38.2,Quarterly,Card,No,,29,3,3,0
C0190,46,Male,South,Standard,36.31,8,2,24.4,Monthly,Bank Transfer,Yes,6,"""""",2,2,0
C0191,46,,South,Basic,8.5,,6,32.9,Monthly,Cash,Yes,4,23,0,1,0
C0192,49,Female,West,Standard,47.93,11,0,29.6,Monthly,Card,Yes,8,0,0,1,0
C0193,32,Male,West,Standard,36.31,33,3,49.8,Monthly,Card,No,4,2,2,2,0
C0194,55,Male,West,Standard,49.59,41,1,57.4,Monthly,Card,Yes,6,1,0,2,0
C0195,31,Female,North,Basic,16.2,8,0,34.5,__value__,Bank Transfer,No,7,0,0,1,0
C0196,46,Male,North,Standard,35.84,42,3,25.5,Quarterly,Card,,7,24,4,2,0
C0197,unknown,Male,,Premium,86.05,6,6,39.5,Monthly,Card,Yes,3,22,0,3,1
C0198,27,Male,West,Basic,11.21,16,0,27.9,Monthly,Card,No,7,0,3,1,0
C0199,28,Female,South,Basic,9.39,3,2,30.8,Monthly,UPI,Yes,6,22,4,2,1
C0200,40,Male,West,Premium,68.8,21,3,51.9,Monthly,UPI,No,4,20,1,3,0
C0201,46,Female,Central,Premium,70.77,31,0,53.4,Monthly,Bank Transfer,Yes,9,0,4,4,0
C0202,41,Male,East,Standard,36.82,6,3,29.6,Quarterly,Card,Yes,3,20,2,4,0
C0203,33,Female,North,Basic,21.87,9,6,,Yearly,UPI,No,4,8,0,2,0
C0204,37,Female,South,Standard,40.94,1,2,61.4,Monthly,Cash,No,4,13,0,2,0
C0205,27,Male,North,__value__,8.5,72,9,35.4,Quarterly,Bank Transfer,Yes,1,"""""",0,2,0
C0206,34,Female,East,Basic,29.52,14,5,44.5,Yearly,UPI,Yes,4,16,2,2,0
C0207,46,,Central,Standard,37.5,16,3,57.7,Monthly,Bank Transfer,No,7,0,0,2,0
C0208,41,Male,South,Standard,38.46,24,0,33.2,3,UPI,No,8,5,3,2,0
C0209,26,Male,North,Standard,49.66,37,0,unknown,Monthly,UPI,Yes,8,0,1,2,0
C0210,41,Male,Central,Premium,79.06,72,4,"""70.2""",Monthly,Card,Yes,6,0,3,4,0
C0211,39,Male,North,Basic,8.5,11,3,"""46.2""",Monthly,Card,Yes,4,0,"""""",1,0
C0212,37,Female,South,2,42.08,8,3,49.1,Quarterly,Card,No,4,17,0,1,1
C0213,64,Male,West,Basic,8.5,4,9,31.9,Monthly,,No,4,31,unknown,2,1
C0214,35,Female,East,Standard,40.21,18,1,39.8,Monthly,UPI,Yes,7,9,1,2,0
C0215,41,Male,West,Standard,53.7,20,1,"""56.6""",Monthly,UPI,Yes,6,0,1,2,0
C0216,39,Female,South,Basic,23.94,10,6,52.2,Yearly,UPI,Yes,4,16,1,2,0
C0217,18,Female,North,Standard,42.72,2,2,"""49.5""",Yearly,Card,Yes,7,10,2,2,0
C0218,30,Male,North,Basic,30.1,3,4,33.2,Yearly,Cash,Yes,5,3,0,2,0
C0219,18,Female,West,Premium,79.1,19,2,48.3,Quarterly,Card,No,6,12,0,2,0
C0220,41,Male,North,Premium,82.1,39,1,30.8,Monthly,Bank Transfer,No,5,"""""",1,3,0
C0221,19,Female,South,Premium,72.95,20,0,65.4,Quarterly,Card,No,6,9,1,2,0
C0222,18,Male,South,Standard,33.49,12,0,42.2,Yearly,Card,1,7,12,0,2,0
C0223,47,Female,North,Premium,79.12,11,4,61.8,Quarterly,Card,Yes,4,11,3,4,0
C0224,32,Male,,Premium,__83.98__,9,3,55.9,Monthly,Bank Transfer,No,2,13,1,2,1
C0225,38,Female,East,Standard,49.2,9,5,55.3,Monthly,UPI,No,3,17,1,2,0
C0226,41,Male,East,Basic,32.58,10,8,30.7,Quarterly,UPI,Yes,1,1,2,3,0
C0227,61,Female,West,Premium,80.63,28,4,44,Monthly,UPI,Yes,3,0,NaN,4,0
C0228,23,Male,West,Premium,67.23,64,1,55.5,Monthly,UPI,No,5,9,3,2,0
C0229,32,Female,East,2,38.04,46,"""""",53.8,Yearly,Card,Yes,4,0,1,1,0
C0230,53,Female,Central,Basic,13.56,34,6,28,Monthly,Card,No,4,24,1,3,1
C0231,45,Male,Central,1,8.5,31,8,53.3,Quarterly,UPI,No,1,13,1,1,1
C0232,24,Male,East,Premium,59.3,1,2,46.1,Yearly,UPI,Yes,7,20,1,2,0
C0233,36,Female,South,Basic,12.72,4,4,34.5,Monthly,Bank Transfer,Yes,2,19,2,3,1
C0234,28,Male,South,Premium,86,17,2,38.3,Yearly,Card,No,6,4,1,2,0
C0235,18,Male,Central,Standard,40.19,2,2,49,Monthly,Card,Yes,5,0,4,3,0
C0236,53,Male,Central,Premium,75.66,6,6,58.2,Monthly,UPI,Yes,3,30,4,4,0
C0237,23,Female,East,Premium,74.14,4,0,51.7,Monthly,Cash,Yes,,3,0,1,0
C0238,32,Female,West,2,43.72,__51__,2,35.1,Monthly,Card,Yes,8,2,0,1,0
C0239,36,Female,West,Basic,NaN,9,5,41.6,Quarterly,Card,No,7,15,0,3,0
C0240,NaN,Male,West,Basic,8.5,32,6,"""41.7""",Monthly,UPI,No,4,4,0,1,0
C0241,58,Female,North,Standard,38.53,15,2,42.3,Quarterly,Bank Transfer,No,4,21,2,,0
C0242,28,Male,South,Standard,34.39,6,4,51.8,Quarterly,Card,No,7,9,0,2,0
C0243,36,Female,East,Basic,23.31,21,5,,Monthly,Card,Yes,3,23,0,1,0
C0244,46,Male,East,Basic,8.5,5,5,29,Yearly,Card,No,6,5,0,2,0
C0245,43,Female,South,Premium,,4,1,38.4,Quarterly,UPI,No,4,0,0,2,1
C0246,45,Female,Central,Standard,43.42,27,1,"""""",Yearly,UPI,Yes,5,5,0,unknown,0
C0247,48,Female,South,Standard,30.16,3,3,53.2,Quarterly,UPI,Yes,4,0,3,"""""",0
C0248,36,Female,Central,Premium,80.82,9,0,56.3,__value__,Cash,Yes,6,0,3,2,0
C0249,30,Female,East,Standard,40.64,42,3,45.2,Yearly,Card,1,7,0,1,1,0
C0250,45,Male,Central,Standard,36.18,5,2,51.1,Quarterly,Card,Yes,6,0,0,2,0
C0251,48,Male,N/A,Basic,"""30.85""",17,6,50.4,Yearly,Card,Yes,6,6,0,3,0
C0252,49,Female,North,Basic,9.08,17,2,NaN,Monthly,Card,Yes,3,0,0,1,0
C0253,27,Female,North,,8.5,9,6,45.2,Yearly,Bank Transfer,Yes,5,17,0,2,1
C0254,39,Male,West,Standard,32.75,42,2,41.4,Yearly,UPI,Yes,3,12,0,1,0
C0255,18,Male,Central,Basic,19.53,3,3,42.4,Yearly,Card,No,5,13,0,1,0
C0256,37,Female,East,Standard,42.65,3,0,48.5,Monthly,Bank Transfer,Yes,2,0,0,2,0
C0257,30,Female,West,Basic,16.22,7,3,55.5,Quarterly,UPI,No,5,0,0,1,0
C0258,unknown,Female,North,Basic,22.25,61,6,40.7,Monthly,Cash,Yes,5,7,1,2,0
C0259,52,Female,Central,Basic,16.92,27,6,"""""",Monthly,UPI,No,2,12,1,1,0
C0260,24,Male,North,Premium,67.07,2,1,64.7,Quarterly,Card,Yes,9,5,4,3,0
C0261,23,Male,East,Basic,14.16,60,3,44.4,Monthly,Card,Yes,3,0,0,2,0
C0262,36,Female,East,Standard,51.93,61,0,34.7,Yearly,Cash,Yes,5,0,1,2,0
C0263,18,Female,South,Premium,55.89,10,0,64.9,Quarterly,Card,Yes,4,13,0,4,0
C0264,33,Female,__value__,Premium,80.17,21,4,46.1,Monthly,UPI,No,5,14,2,4,1
C0265,56,Female,West,Standard,53.18,27,1,40.9,Monthly,Bank Transfer,Yes,10,0,3,2,0
C0266,44,Male,Central,Basic,14.73,14,0,54.1,Monthly,Card,No,7,0,2,3,0
C0267,53,Male,North,Basic,18.63,"""""",5,54.6,Monthly,Bank Transfer,No,2,21,1,3,1
C0268,42,Male,South,Premium,69.86,21,3,37.1,Yearly,Bank Transfer,No,7,20,1,2,1
C0269,,Female,Central,Standard,44.04,7,0,42.7,Yearly,Card,Yes,8,7,1,4,0
C0270,36,Male,Central,Premium,68.8,6,3,53.9,Yearly,Cash,Yes,4,4,3,5,0
C0271,31,Female,North,Basic,9.81,7,4,36.5,Monthly,UPI,Yes,3,4,1,2,1
C0272,38,Male,East,Standard,48.92,10,4,__28.6__,Yearly,UPI,Yes,4,13,1,2,0
C0273,36,Female,South,Basic,31.2,2,9,48.6,1,Card,Yes,2,18,0,2,1
C0274,44,Male,East,Standard,37.46,3,0,40.9,Monthly,Card,No,8,0,4,1,0
C0275,54,Female,Central,Standard,56.62,18,0,,Monthly,Bank Transfer,Yes,5,11,1,1,0
C0276,36,Male,South,Basic,24.79,12,9,41,Yearly,Bank Transfer,Yes,2,23,1,2,1
